backend,workload,input_len,output_len,num_prompts,eager,requests_per_s,total_tok_per_s,output_tok_per_s
backend,workload,input_len,output_len,num_prompts,eager,requests_per_s,total_tok_per_s,output_tok_per_s
fi_nvfp4,prefill,1024,1,128,1,NA,NA,NA
fi_nvfp4,decode,128,256,128,1,NA,NA,NA
